id,sequence,method
molecule_96,C1(=O)N(CCC(NCCOCCOCCOCCOCCOCCOCCOCCOCCC(NC(C(NC(C(Nc2ccc(CO)cc2)=O)C)=O)C(C)C)=O)=O)C(=O)C=C1,rand_7
molecule_96,C(C)(C(Nc1ccc(CO)cc1)=O)NC(=O)C(C(C)C)NC(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O,rand_8
molecule_96,C(NC(=O)CCN1C(=O)C=CC1=O)COCCOCCOCCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)=O,rand_9
molecule_96,O(CCOCCOCCOCCC(NC(C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)C(C)C)=O)CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O,rand_10
molecule_97,C1(OC2C(O)C(O)C(O)C(COCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCC(NC(C(NC(CCCNC(=O)N)C(Nc3ccc(CO)cc3)=O)=O)C(C)C)=O)O2)C(O)C2N=C(C)OC2OC1CO,rand_1
molecule_97,O=C(CCOCCOCCOCCOCCOCCC(=O)NC(C(C)C)C(=O)NC(CCCNC(=O)N)C(Nc1ccc(CO)cc1)=O)NCCOCCOCCOCC1OC(OC2C(O)C3N=C(C)OC3OC2CO)C(O)C(O)C1O,rand_2
molecule_97,C1(OC2C(O)C3C(OC2CO)OC(C)=N3)OC(COCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCC(NC(C(=O)NC(CCCNC(=O)N)C(Nc2ccc(CO)cc2)=O)C(C)C)=O)C(O)C(O)C1O,rand_3
molecule_97,C1(O)C(OC2C(CO)OC3OC(C)=NC3C2O)OC(COCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C(=O)Nc2ccc(CO)cc2)CCCNC(=O)N)=O)=O)C(O)C1O,rand_4
molecule_97,C(=O)(NC(C(C)C)C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)CCOCCOCCOCCOCCOCCC(NCCOCCOCCOCC1OC(OC2C(O)C3N=C(C)OC3OC2CO)C(O)C(O)C1O)=O,rand_5
molecule_97,C(OCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C(=O)Nc1ccc(CO)cc1)CCCNC(N)=O)=O)=O)CC(=O)NCCOCCOCCOCC1OC(OC2C(CO)OC3C(C2O)N=C(C)O3)C(O)C(O)C1O,rand_6
molecule_97,C1(O)C(O)C(OC2C(CO)OC3C(N=C(C)O3)C2O)OC(COCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCC(=O)NC(C(NC(CCCNC(=O)N)C(Nc2ccc(CO)cc2)=O)=O)C(C)C)C1O,rand_7
molecule_97,C(CNC(N)=O)CC(NC(=O)C(NC(CCOCCOCCOCCOCCOCCC(NCCOCCOCCOCC1OC(OC2C(O)C3N=C(C)OC3OC2CO)C(O)C(O)C1O)=O)=O)C(C)C)C(Nc1ccc(CO)cc1)=O,rand_8
molecule_97,NC(=O)NCCCC(NC(C(NC(=O)CCOCCOCCOCCOCCOCCC(NCCOCCOCCOCC1OC(OC2C(CO)OC3C(N=C(C)O3)C2O)C(O)C(O)C1O)=O)C(C)C)=O)C(=O)Nc1ccc(CO)cc1,rand_9
molecule_97,C12N=C(C)OC1OC(CO)C(OC1C(O)C(O)C(O)C(COCCOCCOCCNC(=O)CCOCCOCCOCCOCCOCCC(=O)NC(C(C)C)C(=O)NC(CCCNC(N)=O)C(=O)Nc3ccc(CO)cc3)O1)C2O,rand_10
molecule_98,O=C(N)NCCCC(NC(C(NC(=O)CNC(=O)CNC(=O)CN)C(C)C)=O)C(=O)Nc1ccc(COC(=O)N(C)CCN(C(=O)O)C)cc1,rand_1
molecule_98,O(Cc1ccc(NC(=O)C(NC(C(C(C)C)NC(=O)CNC(=O)CNC(=O)CN)=O)CCCNC(=O)N)cc1)C(N(CCN(C)C(O)=O)C)=O,rand_2
molecule_98,N(C(CN)=O)CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(Nc1ccc(COC(N(C)CCN(C(O)=O)C)=O)cc1)=O)CCCNC(=O)N,rand_3
molecule_98,O=C(NC(C(=O)NC(C(=O)Nc1ccc(COC(=O)N(CCN(C(O)=O)C)C)cc1)CCCNC(=O)N)C(C)C)CNC(CNC(CN)=O)=O,rand_4
molecule_98,C(N(C)C(=O)O)CN(C(OCc1ccc(NC(=O)C(NC(C(NC(=O)CNC(=O)CNC(CN)=O)C(C)C)=O)CCCNC(N)=O)cc1)=O)C,rand_5
molecule_98,c1c(NC(=O)C(NC(C(NC(CNC(CNC(=O)CN)=O)=O)C(C)C)=O)CCCNC(=O)N)ccc(COC(=O)N(C)CCN(C)C(O)=O)c1,rand_6
molecule_98,C(CN)(NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CCCNC(=O)N)C(Nc1ccc(COC(=O)N(CCN(C(=O)O)C)C)cc1)=O)=O,rand_7
molecule_98,CN(C(=O)O)CCN(C(OCc1ccc(NC(=O)C(CCCNC(=O)N)NC(=O)C(C(C)C)NC(CNC(CNC(=O)CN)=O)=O)cc1)=O)C,rand_8
molecule_98,C(C(NC(C(NC(CNC(CNC(=O)CN)=O)=O)C(C)C)=O)C(Nc1ccc(COC(=O)N(CCN(C)C(O)=O)C)cc1)=O)CCNC(N)=O,rand_9
molecule_98,C(N(C)CCN(C)C(O)=O)(=O)OCc1ccc(NC(C(CCCNC(=O)N)NC(C(C(C)C)NC(CNC(=O)CNC(=O)CN)=O)=O)=O)cc1,rand_10
molecule_99,c1(C(=O)C)ccc(OCCCC(=O)N)cc1,rand_1
molecule_99,NC(CCCOc1ccc(C(C)=O)cc1)=O,rand_2
molecule_99,O(c1ccc(C(=O)C)cc1)CCCC(=O)N,rand_3
molecule_99,NC(=O)CCCOc1ccc(C(C)=O)cc1,rand_4
molecule_99,c1cc(C(=O)C)ccc1OCCCC(N)=O,rand_5
molecule_99,NC(=O)CCCOc1ccc(C(=O)C)cc1,rand_6
molecule_99,C(Oc1ccc(C(=O)C)cc1)CCC(N)=O,rand_7
molecule_99,c1(OCCCC(N)=O)ccc(C(=O)C)cc1,rand_8
molecule_99,O(CCCC(=O)N)c1ccc(C(=O)C)cc1,rand_9
molecule_99,c1c(OCCCC(N)=O)ccc(C(=O)C)c1,rand_10
molecule_100,C(=O)(C(c1ccc(NC(OCc2cc(OC)cc(OC)c2)=O)cc1)OC(=O)Oc1ccc([N+](=O)[O-])cc1)OC,rand_1
molecule_100,c1cc(NC(OCc2cc(OC)cc(OC)c2)=O)ccc1C(C(OC)=O)OC(=O)Oc1ccc([N+](=O)[O-])cc1,rand_2
molecule_100,c1(OC)cc(COC(Nc2ccc(C(OC(=O)Oc3ccc([N+]([O-])=O)cc3)C(OC)=O)cc2)=O)cc(OC)c1,rand_3
molecule_100,C(c1ccc(NC(OCc2cc(OC)cc(OC)c2)=O)cc1)(C(=O)OC)OC(=O)Oc1ccc([N+]([O-])=O)cc1,rand_4
molecule_100,c1cc(C(OC(=O)Oc2ccc([N+]([O-])=O)cc2)C(=O)OC)ccc1NC(=O)OCc1cc(OC)cc(OC)c1,rand_5
molecule_100,c1(C(OC(=O)Oc2ccc([N+](=O)[O-])cc2)C(=O)OC)ccc(NC(=O)OCc2cc(OC)cc(OC)c2)cc1,rand_6
molecule_100,c1(NC(=O)OCc2cc(OC)cc(OC)c2)ccc(C(C(OC)=O)OC(=O)Oc2ccc([N+]([O-])=O)cc2)cc1,rand_7
molecule_100,C(OCc1cc(OC)cc(OC)c1)(Nc1ccc(C(C(OC)=O)OC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1)=O,rand_8
molecule_100,c1cc(NC(OCc2cc(OC)cc(OC)c2)=O)ccc1C(C(=O)OC)OC(Oc1ccc([N+]([O-])=O)cc1)=O,rand_9
molecule_100,c1(OC)cc(OC)cc(COC(=O)Nc2ccc(C(C(=O)OC)OC(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)c1,rand_10
molecule_101,c1c(CBr)nc(CBr)cc1C(=O)NCCCCCC(NC(C(=O)NC(CCCNC(=O)N)C(Nc1ccc(CO)cc1)=O)C(C)C)=O,rand_1
molecule_101,BrCc1cc(C(NCCCCCC(NC(C(NC(CCCNC(=O)N)C(Nc2ccc(CO)cc2)=O)=O)C(C)C)=O)=O)cc(CBr)n1,rand_2
molecule_101,O=C(N)NCCCC(NC(=O)C(NC(=O)CCCCCNC(c1cc(CBr)nc(CBr)c1)=O)C(C)C)C(=O)Nc1ccc(CO)cc1,rand_3
molecule_101,N(C(=O)N)CCCC(NC(=O)C(NC(CCCCCNC(c1cc(CBr)nc(CBr)c1)=O)=O)C(C)C)C(Nc1ccc(CO)cc1)=O,rand_4
molecule_101,C(CCCNC(N)=O)(NC(=O)C(NC(=O)CCCCCNC(c1cc(CBr)nc(CBr)c1)=O)C(C)C)C(=O)Nc1ccc(CO)cc1,rand_5
molecule_101,c1cc(CO)ccc1NC(C(CCCNC(N)=O)NC(C(NC(CCCCCNC(=O)c1cc(CBr)nc(CBr)c1)=O)C(C)C)=O)=O,rand_6
molecule_101,C(c1cc(CBr)nc(CBr)c1)(NCCCCCC(=O)NC(C(C)C)C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)=O,rand_7
molecule_101,OCc1ccc(NC(=O)C(CCCNC(N)=O)NC(=O)C(C(C)C)NC(CCCCCNC(=O)c2cc(CBr)nc(CBr)c2)=O)cc1,rand_8
molecule_101,n1c(CBr)cc(C(=O)NCCCCCC(NC(C(=O)NC(C(=O)Nc2ccc(CO)cc2)CCCNC(=O)N)C(C)C)=O)cc1CBr,rand_9
molecule_101,O=C(NCCCC(NC(C(C(C)C)NC(CCCCCNC(=O)c1cc(CBr)nc(CBr)c1)=O)=O)C(=O)Nc1ccc(CO)cc1)N,rand_10
molecule_102,c1c(SC2=C(Sc3ccccc3)C(=O)N(CCCCCC(O)=O)C2=O)cccc1,rand_1
molecule_102,C(=O)(CCCCCN1C(=O)C(Sc2ccccc2)=C(Sc2ccccc2)C1=O)O,rand_2
molecule_102,c1ccccc1SC1=C(Sc2ccccc2)C(=O)N(CCCCCC(O)=O)C1=O,rand_3
molecule_102,C1(Sc2ccccc2)=C(Sc2ccccc2)C(=O)N(CCCCCC(=O)O)C1=O,rand_4
molecule_102,C1(Sc2ccccc2)=C(Sc2ccccc2)C(=O)N(CCCCCC(O)=O)C1=O,rand_5
molecule_102,O=C(O)CCCCCN1C(=O)C(Sc2ccccc2)=C(Sc2ccccc2)C1=O,rand_6
molecule_102,OC(=O)CCCCCN1C(=O)C(Sc2ccccc2)=C(Sc2ccccc2)C1=O,rand_7
molecule_102,c1ccc(SC2=C(Sc3ccccc3)C(=O)N(CCCCCC(=O)O)C2=O)cc1,rand_8
molecule_102,C(CCC(O)=O)CCN1C(=O)C(Sc2ccccc2)=C(Sc2ccccc2)C1=O,rand_9
molecule_102,c1c(SC2=C(Sc3ccccc3)C(=O)N(CCCCCC(O)=O)C2=O)cccc1,rand_10
molecule_103,C(=C/C(=O)O)\C(=O)NCCC(NC(C(C)C)C(=O)NC(C(Nc1ccc(CO)cc1)=O)C)=O,rand_1
molecule_103,c1cc(NC(=O)C(C)NC(=O)C(C(C)C)NC(CCNC(/C=C/C(=O)O)=O)=O)ccc1CO,rand_2
molecule_103,O=C(C(NC(CCNC(=O)/C=C/C(=O)O)=O)C(C)C)NC(C(=O)Nc1ccc(CO)cc1)C,rand_3
molecule_103,C(/C=C/C(NCCC(NC(C(C)C)C(NC(C(Nc1ccc(CO)cc1)=O)C)=O)=O)=O)(=O)O,rand_4
molecule_103,C(NC(=O)/C=C/C(O)=O)CC(=O)NC(C(NC(C)C(Nc1ccc(CO)cc1)=O)=O)C(C)C,rand_5
molecule_103,C(NC(C(C)C)C(NC(C(Nc1ccc(CO)cc1)=O)C)=O)(=O)CCNC(/C=C/C(=O)O)=O,rand_6
molecule_103,N(C(C)C(Nc1ccc(CO)cc1)=O)C(C(NC(CCNC(=O)/C=C/C(=O)O)=O)C(C)C)=O,rand_7
molecule_103,c1(CO)ccc(NC(C(C)NC(=O)C(NC(=O)CCNC(/C=C/C(O)=O)=O)C(C)C)=O)cc1,rand_8
molecule_103,O=C(C(C(C)C)NC(CCNC(=O)/C=C/C(O)=O)=O)NC(C)C(=O)Nc1ccc(CO)cc1,rand_9
molecule_103,CC(C(C(NC(C(Nc1ccc(CO)cc1)=O)C)=O)NC(=O)CCNC(=O)/C=C/C(O)=O)C,rand_10
molecule_104,C(C(NC(C(O)=O)CCCCN)=O)(NC(=O)CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)C(C)C,rand_1
molecule_104,NCCCCC(C(=O)O)NC(C(C(C)C)NC(=O)CCOCCOCCOCCOCCNC(CCN1C(=O)C=CC1=O)=O)=O,rand_2
molecule_104,O(CCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)CCOCCC(=O)NC(C(NC(CCCCN)C(O)=O)=O)C(C)C,rand_3
molecule_104,O=C1N(CCC(NCCOCCOCCOCCOCCC(NC(C(NC(CCCCN)C(O)=O)=O)C(C)C)=O)=O)C(=O)C=C1,rand_4
molecule_104,C(=O)(O)C(CCCCN)NC(C(NC(=O)CCOCCOCCOCCOCCNC(CCN1C(=O)C=CC1=O)=O)C(C)C)=O,rand_5
molecule_104,C1=CC(=O)N(CCC(NCCOCCOCCOCCOCCC(=O)NC(C(=O)NC(C(O)=O)CCCCN)C(C)C)=O)C1=O,rand_6
molecule_104,C(NC(CCN1C(=O)C=CC1=O)=O)COCCOCCOCCOCCC(=O)NC(C(C)C)C(=O)NC(C(O)=O)CCCCN,rand_7
molecule_104,C(CN)CCC(C(O)=O)NC(=O)C(C(C)C)NC(CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O,rand_8
molecule_104,C(CCC(NC(C(NC(CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O)C(C)C)=O)C(O)=O)CN,rand_9
molecule_104,C1=CC(=O)N(CCC(=O)NCCOCCOCCOCCOCCC(=O)NC(C(=O)NC(CCCCN)C(=O)O)C(C)C)C1=O,rand_10
molecule_105,C1(=O)N(CCOCCO)C(=O)C=C1,rand_1
molecule_105,N1(CCOCCO)C(=O)C=CC1=O,rand_2
molecule_105,O=C1N(CCOCCO)C(=O)C=C1,rand_3
molecule_105,O=C1N(CCOCCO)C(=O)C=C1,rand_4
molecule_105,C1(=O)N(CCOCCO)C(=O)C=C1,rand_5
molecule_105,C1(=O)C=CC(=O)N1CCOCCO,rand_6
molecule_105,C(CN1C(=O)C=CC1=O)OCCO,rand_7
molecule_105,C(COCCO)N1C(=O)C=CC1=O,rand_8
molecule_105,C(N1C(=O)C=CC1=O)COCCO,rand_9
molecule_105,O=C1C=CC(=O)N1CCOCCO,rand_10
molecule_106,CC(C(C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)NC(CNC(CNC(=O)CN)=O)=O)C.CC=C,rand_1
molecule_106,N(C(=O)N)CCCC(C(Nc1ccc(CO)cc1)=O)NC(C(C(C)C)NC(=O)CNC(CNC(=O)CN)=O)=O.C=CC,rand_2
molecule_106,O=C(NCCCC(C(Nc1ccc(CO)cc1)=O)NC(C(C(C)C)NC(=O)CNC(=O)CNC(CN)=O)=O)N.C(C)=C,rand_3
molecule_106,C(=O)(Nc1ccc(CO)cc1)C(NC(C(C(C)C)NC(CNC(=O)CNC(CN)=O)=O)=O)CCCNC(N)=O.CC=C,rand_4
molecule_106,C(N)(=O)NCCCC(NC(C(C(C)C)NC(CNC(=O)CNC(CN)=O)=O)=O)C(Nc1ccc(CO)cc1)=O.C=CC,rand_5
molecule_106,C(NC(=O)CNC(CNC(=O)CN)=O)(C(C)C)C(=O)NC(C(=O)Nc1ccc(CO)cc1)CCCNC(=O)N.C=CC,rand_6
molecule_106,C(C(NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)Nc1ccc(CO)cc1)CCCNC(=O)N)C(C)C)=O)N.C(C)=C,rand_7
molecule_106,c1(CO)ccc(NC(=O)C(NC(C(NC(=O)CNC(CNC(=O)CN)=O)C(C)C)=O)CCCNC(=O)N)cc1.C=CC,rand_8
molecule_106,C(CCC(C(=O)Nc1ccc(CO)cc1)NC(=O)C(NC(=O)CNC(=O)CNC(=O)CN)C(C)C)NC(=O)N.CC=C,rand_9
molecule_106,O=C(NCCCC(C(=O)Nc1ccc(CO)cc1)NC(=O)C(NC(CNC(=O)CNC(=O)CN)=O)C(C)C)N.CC=C,rand_10
molecule_107,C(NC(CCCCN1C(=O)C=CC1=O)=O)C1CCC(C(=O)NCCN2C(=O)C=CC2=O)CC1,rand_1
molecule_107,C1CC(CNC(=O)CCCCN2C(=O)C=CC2=O)CCC1C(=O)NCCN1C(=O)C=CC1=O,rand_2
molecule_107,C(CN1C(=O)C=CC1=O)CCC(NCC1CCC(C(=O)NCCN2C(=O)C=CC2=O)CC1)=O,rand_3
molecule_107,C1C(CNC(CCCCN2C(=O)C=CC2=O)=O)CCC(C(NCCN2C(=O)C=CC2=O)=O)C1,rand_4
molecule_107,C1=CC(=O)N(CCCCC(NCC2CCC(C(NCCN3C(=O)C=CC3=O)=O)CC2)=O)C1=O,rand_5
molecule_107,C1(=O)N(CCCCC(=O)NCC2CCC(C(NCCN3C(=O)C=CC3=O)=O)CC2)C(=O)C=C1,rand_6
molecule_107,C(C(NCC1CCC(C(=O)NCCN2C(=O)C=CC2=O)CC1)=O)CCCN1C(=O)C=CC1=O,rand_7
molecule_107,C1=CC(=O)N(CCNC(C2CCC(CNC(=O)CCCCN3C(=O)C=CC3=O)CC2)=O)C1=O,rand_8
molecule_107,C(CN1C(=O)C=CC1=O)CCC(NCC1CCC(C(=O)NCCN2C(=O)C=CC2=O)CC1)=O,rand_9
molecule_107,N(CCN1C(=O)C=CC1=O)C(=O)C1CCC(CNC(CCCCN2C(=O)C=CC2=O)=O)CC1,rand_10
molecule_108,C1C(CN2C(=O)C=CC2=O)CCC(C(=O)NN)C1,rand_1
molecule_108,N1(CC2CCC(C(=O)NN)CC2)C(=O)C=CC1=O,rand_2
molecule_108,O=C1C=CC(=O)N1CC1CCC(C(NN)=O)CC1,rand_3
molecule_108,C1C(CN2C(=O)C=CC2=O)CCC(C(=O)NN)C1,rand_4
molecule_108,C1C(C(NN)=O)CCC(CN2C(=O)C=CC2=O)C1,rand_5
molecule_108,C1CC(CN2C(=O)C=CC2=O)CCC1C(NN)=O,rand_6
molecule_108,C1(=O)C=CC(=O)N1CC1CCC(C(NN)=O)CC1,rand_7
molecule_108,C1(=O)C=CC(=O)N1CC1CCC(C(NN)=O)CC1,rand_8
molecule_108,O=C1N(CC2CCC(C(=O)NN)CC2)C(=O)C=C1,rand_9
molecule_108,O=C(NN)C1CCC(CN2C(=O)C=CC2=O)CC1,rand_10
molecule_109,C(NC(C(Nc1ccc(CO)cc1)=O)C)(=O)C(NC(CCOCCOCCOCCOCCNC(CI)=O)=O)C(C)C,rand_1
molecule_109,ICC(NCCOCCOCCOCCOCCC(NC(C(NC(C)C(Nc1ccc(CO)cc1)=O)=O)C(C)C)=O)=O,rand_2
molecule_109,CC(C(NC(CCOCCOCCOCCOCCNC(CI)=O)=O)C(=O)NC(C(Nc1ccc(CO)cc1)=O)C)C,rand_3
molecule_109,C(=O)(Nc1ccc(CO)cc1)C(NC(=O)C(C(C)C)NC(CCOCCOCCOCCOCCNC(=O)CI)=O)C,rand_4
molecule_109,C(C)(C(C(=O)NC(C)C(Nc1ccc(CO)cc1)=O)NC(=O)CCOCCOCCOCCOCCNC(=O)CI)C,rand_5
molecule_109,N(C(=O)CCOCCOCCOCCOCCNC(CI)=O)C(C(NC(C)C(=O)Nc1ccc(CO)cc1)=O)C(C)C,rand_6
molecule_109,C(OCCOCCOCCC(NC(C(C)C)C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)=O)COCCNC(CI)=O,rand_7
molecule_109,c1(CO)ccc(NC(C(C)NC(=O)C(C(C)C)NC(CCOCCOCCOCCOCCNC(=O)CI)=O)=O)cc1,rand_8
molecule_109,C(C(=O)NCCOCCOCCOCCOCCC(=O)NC(C(=O)NC(C(=O)Nc1ccc(CO)cc1)C)C(C)C)I,rand_9
molecule_109,CC(C(NC(=O)CCOCCOCCOCCOCCNC(CI)=O)C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)C,rand_10
molecule_110,O=C1C=CC(=O)N1c1ccc(CC(N(CC(N(C)CC(=O)N(C)CC(N(C)CC(=O)N(CC(=O)N(CC(N(C)CC(=O)N(CC(N(C)C(N(C)CC(=O)N(CC(=O)O)C)=O)=O)C)=O)C)C)=O)=O)CCn2nnc(CC(c3cc([N+]([O-])=O)c(OC4C(O)C(O)C(O)C(C(=O)O)O4)cc3)O)c2)=O)cc1,rand_1
molecule_110,c1([N+](=O)[O-])c(OC2C(O)C(O)C(O)C(C(=O)O)O2)ccc(C(O)Cc2cn(CCN(C(Cc3ccc(N4C(=O)C=CC4=O)cc3)=O)CC(N(CC(=O)N(C)CC(=O)N(C)CC(=O)N(CC(N(CC(N(C)CC(=O)N(C)CC(=O)N(C)C(=O)N(C)CC(N(CC(O)=O)C)=O)=O)C)=O)C)C)=O)nn2)c1,rand_2
molecule_110,C(Cc1ccc(N2C(=O)C=CC2=O)cc1)(=O)N(CC(N(CC(=O)N(CC(N(CC(=O)N(C)CC(=O)N(CC(N(CC(N(CC(N(C(N(CC(=O)N(CC(O)=O)C)C)=O)C)=O)C)=O)C)=O)C)C)=O)C)C)=O)CCn1nnc(CC(O)c2cc([N+]([O-])=O)c(OC3C(O)C(O)C(O)C(C(=O)O)O3)cc2)c1,rand_3
molecule_110,C(N(C)CC(=O)N(C)C(=O)N(C)CC(=O)N(CC(=O)O)C)(CN(C)C(=O)CN(C)C(=O)CN(C(CN(C)C(=O)CN(C(CN(C)C(=O)CN(CCn1nnc(CC(O)c2cc([N+]([O-])=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)c1)C(Cc1ccc(N2C(=O)C=CC2=O)cc1)=O)=O)C)=O)C)=O,rand_4
molecule_110,CN(C(=O)N(C)C(CN(C(CN(C)C(=O)CN(C)C(CN(C(CN(C(CN(C(=O)CN(C(CN(CCn1cc(CC(c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c([N+]([O-])=O)c2)O)nn1)C(=O)Cc1ccc(N2C(=O)C=CC2=O)cc1)=O)C)C)=O)C)=O)C)=O)=O)C)=O)CC(N(CC(=O)O)C)=O,rand_5
molecule_110,CN(C(=O)CN(C(N(C)C(CN(C(CN(C)C(CN(C)C(CN(C)C(CN(C)C(=O)CN(C(=O)CN(C(=O)CN(C(=O)Cc1ccc(N2C(=O)C=CC2=O)cc1)CCn1nnc(CC(O)c2cc([N+]([O-])=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)c1)C)C)=O)=O)=O)=O)C)=O)=O)C)CC(=O)O,rand_6
molecule_110,C(C(N(CC(N(C(=O)N(C)CC(N(CC(O)=O)C)=O)C)=O)C)=O)N(C)C(=O)CN(C(CN(C(CN(C(=O)CN(C(=O)CN(C(=O)CN(C(=O)Cc1ccc(N2C(=O)C=CC2=O)cc1)CCn1nnc(CC(c2ccc(OC3C(O)C(O)C(O)C(C(=O)O)O3)c([N+](=O)[O-])c2)O)c1)C)C)C)=O)C)=O)C,rand_7
molecule_110,C(N(C)C(CN(C)C(=O)CN(C)C(CN(C(CN(C(=O)CN(C)C(=O)CN(C(CN(C(Cc1ccc(N2C(=O)C=CC2=O)cc1)=O)CCn1cc(CC(c2ccc(OC3C(O)C(O)C(O)C(C(O)=O)O3)c([N+]([O-])=O)c2)O)nn1)=O)C)C)=O)C)=O)=O)C(=O)N(C(=O)N(C)CC(N(CC(=O)O)C)=O)C,rand_8
molecule_110,OC1C(O)C(Oc2c([N+](=O)[O-])cc(C(O)Cc3nnn(CCN(C(=O)Cc4ccc(N5C(=O)C=CC5=O)cc4)CC(N(CC(=O)N(CC(=O)N(C)CC(=O)N(CC(N(C)CC(N(C)CC(=O)N(CC(=O)N(C)C(N(CC(=O)N(CC(O)=O)C)C)=O)C)=O)=O)C)C)C)=O)c3)cc2)OC(C(O)=O)C1O,rand_9
molecule_110,c1([N+]([O-])=O)cc(C(O)Cc2nnn(CCN(CC(N(CC(N(CC(N(C)CC(N(C)CC(=O)N(CC(=O)N(C)CC(=O)N(C)CC(N(C)C(=O)N(C)CC(N(CC(=O)O)C)=O)=O)C)=O)=O)C)=O)C)=O)C(Cc3ccc(N4C(=O)C=CC4=O)cc3)=O)c2)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,rand_10
molecule_111,C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)([C@H](C(C)C)NC(=O)CCCCCN1C(=O)C=CC1=O)=O,rand_1
molecule_111,N(C([C@@H](NC(CCCCCN1C(=O)C=CC1=O)=O)C(C)C)=O)[C@@H](C)C(Nc1ccc(CO)cc1)=O,rand_2
molecule_111,N(c1ccc(CO)cc1)C([C@@H](NC(=O)[C@H](C(C)C)NC(=O)CCCCCN1C(=O)C=CC1=O)C)=O,rand_3
molecule_111,O=C([C@H](C(C)C)NC(=O)CCCCCN1C(=O)C=CC1=O)N[C@H](C(=O)Nc1ccc(CO)cc1)C,rand_4
molecule_111,C1=CC(=O)N(CCCCCC(=O)N[C@@H](C(C)C)C(N[C@@H](C)C(=O)Nc2ccc(CO)cc2)=O)C1=O,rand_5
molecule_111,c1cc(NC(=O)[C@H](C)NC([C@H](C(C)C)NC(CCCCCN2C(=O)C=CC2=O)=O)=O)ccc1CO,rand_6
molecule_111,C([C@@H](NC(=O)[C@H](C(C)C)NC(=O)CCCCCN1C(=O)C=CC1=O)C)(=O)Nc1ccc(CO)cc1,rand_7
molecule_111,O=C(CCCCCN1C(=O)C=CC1=O)N[C@H](C(=O)N[C@@H](C)C(Nc1ccc(CO)cc1)=O)C(C)C,rand_8
molecule_111,CC(C)[C@@H](C(=O)N[C@H](C(Nc1ccc(CO)cc1)=O)C)NC(CCCCCN1C(=O)C=CC1=O)=O,rand_9
molecule_111,C(CCCCN1C(=O)C=CC1=O)C(=O)N[C@H](C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)=O)C(C)C,rand_10
molecule_112,C(COCCOCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOP(Nc1ccc(C(=O)NC(C(C)C)C(NC(CCCNC(=O)N)C(Nc2ccc(CO)cc2)=O)=O)cc1)(=O)C#C,rand_1
molecule_112,O=C(C(C(C)C)NC(=O)c1ccc(NP(=O)(C#C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1)NC(C(=O)Nc1ccc(CO)cc1)CCCNC(=O)N,rand_2
molecule_112,C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)COCCOP(Nc1ccc(C(NC(C(NC(CCCNC(=O)N)C(=O)Nc2ccc(CO)cc2)=O)C(C)C)=O)cc1)(C#C)=O,rand_3
molecule_112,C(C(C(C)C)NC(=O)c1ccc(NP(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)(=O)C#C)cc1)(=O)NC(C(=O)Nc1ccc(CO)cc1)CCCNC(N)=O,rand_4
